,PRD_SEQ,STAR,USER_ID
8828,89,4,29
19549,196,2,50
15408,155,1,9
16468,165,3,69
4134,42,3,35
649,7,3,50
9275,93,3,76
6711,68,4,12
861,9,3,62
13404,135,1,5
9095,91,4,96
191,2,3,92
8301,84,3,2
6026,61,2,27
19308,194,4,9
1942,20,2,43
10295,103,3,96
4331,44,2,32
19139,192,3,40
8775,88,4,76
14119,142,2,20
10232,103,2,33
7972,80,1,73
3970,40,4,71
18406,185,3,7
6628,67,3,29
17916,180,2,17
12851,129,2,52
15263,153,4,64
13193,132,1,94
2775,28,4,76
17124,172,3,25
4145,42,3,46
10515,106,2,16
8954,90,1,55
18234,183,1,35
2617,27,1,18
2411,25,2,12
1094,11,1,95
6065,61,2,66
15457,155,3,58
1546,16,2,47
4589,46,3,90
6034,61,2,35
9116,92,2,17
15709,158,1,10
6953,70,1,54
3135,32,1,36
3856,39,1,57
13232,133,4,33
15627,157,4,28
19248,193,2,49
13620,137,4,21
14715,148,3,16
6419,65,3,20
14701,148,1,2
3805,39,3,6
18731,188,4,32
10846,109,3,47
16239,163,1,40
7431,75,3,32
15160,152,4,61
6774,68,2,75
18802,189,4,3
14062,141,4,63
464,5,3,65
1257,13,1,58
10020,101,1,21
2259,23,1,60
17446,175,3,47
15266,153,1,67
13384,134,4,85
5630,57,3,31
3327,34,1,28
6231,63,5,32
7382,74,2,83
13492,135,3,93
10394,104,4,95
16865,169,4,66
5047,51,1,48
1262,13,4,63
19010,191,3,11
7212,73,3,13
975,10,4,76
2566,26,3,67
5866,59,3,67
13117,132,1,18
9133,92,2,34
13455,135,4,56
6582,66,1,83
12915,130,1,16
2387,24,1,88
19748,198,4,49
5021,51,3,22
7129,72,4,30
12583,126,4,84
13340,134,2,41
7175,72,2,76
14995,150,4,96
11413,115,2,14
3882,39,1,83
6055,61,1,56
11115,112,3,16
8135,82,3,36
9802,99,2,3
15897,159,1,98
7605,77,3,6
3875,39,4,76
14145,142,3,46
2789,28,1,90
9136,92,3,37
18897,189,2,98
1857,19,3,58
18682,187,4,83
4108,42,2,9
5213,53,3,14
8281,83,1,82
3255,33,2,56
7323,74,2,24
2690,27,2,91
14501,146,4,2
7389,74,3,90
4627,47,4,28
17310,174,1,11
1319,14,2,20
17899,179,2,100
19888,199,3,89
5162,52,4,63
7226,73,4,27
16688,167,1,89
12192,122,1,93
1135,12,1,36
4529,46,1,30
11667,117,4,68
3505,36,4,6
4749,48,3,50
10669,107,4,70
12380,124,1,81
15056,151,3,57
7086,71,2,87
12017,121,4,18
9941,100,2,42
17802,179,1,3
16293,163,2,94
19877,199,1,78
6336,64,4,37
7427,75,3,28
6982,70,2,83
15423,155,2,24
13120,132,3,21
10066,101,4,67
917,10,1,18
2505,26,2,6
17748,178,2,49
13288,133,4,89
2904,30,3,5
15870,159,1,71
570,6,1,71
1448,15,3,49
3414,35,4,15
18000,181,1,1
18419,185,2,20
17328,174,3,29
9290,93,4,91
14806,149,1,7
7031,71,3,32
14033,141,3,34
6837,69,1,38
13878,139,1,79
3226,33,4,27
19758,198,4,59
14524,146,1,25
12170,122,3,71
4383,44,2,84
14026,141,3,27
9229,93,2,30
14232,143,4,33
7845,79,1,46
3539,36,2,40
2217,23,2,18
18975,190,4,76
19593,196,2,94
16708,168,4,9
13873,139,1,74
2827,29,4,28
5780,58,2,81
17271,173,2,72
4996,50,1,97
1338,14,4,39
3262,33,4,63
7876,79,1,77
2587,26,4,88
6838,69,4,39
18632,187,3,33
5741,58,1,42
650,7,4,51
6039,61,2,40
11094,111,4,95
2258,23,1,59
15407,155,4,8
5395,54,3,96
18752,188,3,53
7082,71,2,83
17688,177,5,89
14409,145,1,10
3521,36,3,22
10922,110,3,23
17394,174,4,95
4478,45,2,79
5660,57,2,61
9788,98,1,89
67,1,3,68
10776,108,2,77
12626,127,3,27
19140,192,4,41
11388,114,3,89
19406,195,4,7
13519,136,4,20
17876,179,4,77
16331,164,3,32
7609,77,1,10
1258,13,3,59
3839,39,3,40
14542,146,1,43
16054,161,4,55
6047,61,3,48
15715,158,3,16
991,10,3,92
3504,36,1,5
8305,84,4,6
919,10,1,20
10701,108,2,2
11678,117,2,79
165,2,1,66
17851,179,3,52
16167,162,2,68
6644,67,2,45
17471,175,3,72
12795,128,3,96
14334,144,3,35
14282,143,3,83
9141,92,3,42
4594,46,1,95
18052,181,2,53
11962,120,4,63
10698,107,4,99
13299,133,2,100
2850,29,2,51
14192,142,3,93
17109,172,3,10
19979,200,2,80
16315,164,2,16
17706,178,4,7
12638,127,2,39
19912,200,2,13
7002,71,2,3
4460,45,2,61
1474,15,2,75
10697,107,2,98
14908,150,3,9
6623,67,4,24
9306,94,4,7
15134,152,1,35
19923,200,2,24
8490,85,4,91
9867,99,1,68
11539,116,3,40
14362,144,2,63
2735,28,3,36
5669,57,2,70
12031,121,3,32
4988,50,3,89
1205,13,2,6
2378,24,2,79
15623,157,1,24
15617,157,1,18
16718,168,3,19
12517,126,4,18
4172,42,1,73
12391,124,2,92
12742,128,2,43
8092,81,2,93
16126,162,1,27
16103,162,1,4
16349,164,1,50
14010,141,2,11
365,4,1,66
2103,22,2,4
13528,136,3,29
11141,112,4,42
3759,38,3,60
689,7,1,90
1837,19,2,38
17973,180,3,74
18272,183,2,73
9732,98,2,33
5710,58,2,11
16034,161,2,35
8799,88,2,100
4500,46,3,1
15228,153,2,29
1093,11,2,94
16396,164,3,97
6718,68,2,19
19852,199,4,53
8960,90,2,61
12679,127,1,80
15899,159,4,100
160,2,4,61
203,3,2,4
6483,65,2,84
3940,40,2,41
9555,96,3,56
18957,190,1,58
4933,50,2,34
11126,112,1,27
10006,101,3,7
7647,77,2,48
19963,200,1,64
1230,13,4,31
9166,92,4,67
15796,158,2,97
3046,31,2,47
13897,139,1,98
7957,80,3,58
11142,112,1,43
2915,30,2,16
19100,192,4,1
17887,179,1,88
15981,160,4,82
15737,158,2,38
17046,171,2,47
4251,43,2,52
6111,62,1,12
15020,151,2,21
15325,154,1,26
13440,135,3,41
6204,63,3,5
18974,190,1,75
12226,123,2,27
2725,28,4,26
4290,43,1,91
4334,44,1,35
10744,108,2,45
12069,121,2,70
19526,196,1,27
383,4,2,84
13680,137,1,81
15071,151,1,72
7485,75,4,86
12945,130,4,46
4886,49,4,87
857,9,4,58
370,4,3,71
6539,66,2,40
11441,115,3,42
2561,26,4,62
3801,39,3,2
10832,109,4,33
5455,55,2,56
16534,166,2,35
12682,127,2,83
10539,106,2,40
8841,89,3,42
6859,69,1,60
10973,110,4,74
16573,166,1,74
10625,107,4,26
954,10,3,55
7404,75,4,5
15399,154,2,100
5944,60,2,45
13370,134,4,71
615,7,3,16
11783,118,2,84
2575,26,2,76
53,1,2,54
6410,65,1,11
3340,34,4,41
3516,36,2,17
9897,99,2,98
19078,191,3,79
16474,165,3,75
16429,165,2,30
9685,97,3,86
5876,59,4,77
11748,118,4,49
489,5,2,90
8995,90,1,96
13145,132,2,46
15935,160,2,36
1812,19,3,13
18058,181,4,59
990,10,1,91
19661,197,3,62
11663,117,4,64
17601,177,1,2
11705,118,1,6
2972,30,4,73
18497,185,3,98
8411,85,4,12
2942,30,1,43
9480,95,3,81
3163,32,3,64
4678,47,1,79
2618,27,2,19
3612,37,2,13
8235,83,1,36
7871,79,2,72
17945,180,1,46
19880,199,1,81
11618,117,2,19
3792,38,4,93
11763,118,3,64
11577,116,1,78
9695,97,4,96
2854,29,3,55
10045,101,1,46
15788,158,3,89
3439,35,2,40
1892,19,1,93
6457,65,2,58
249,3,3,50
15560,156,1,61
5255,53,3,56
19072,191,4,73
15768,158,1,69
5167,52,1,68
13006,131,3,7
11767,118,4,68
6460,65,2,61
1505,16,4,6
16681,167,2,82
670,7,3,71
19458,195,1,59
15240,153,3,41
14896,149,2,97
9471,95,1,72
17476,175,4,77
897,9,1,98
3306,34,4,7
15773,158,3,74
8026,81,1,27
6239,63,4,40
10858,109,2,59
15838,159,1,39
11385,114,1,86
2890,29,4,91
6003,61,4,4
7739,78,2,40
18581,186,3,82
12931,130,2,32
10813,109,1,14
15286,153,1,87
14394,144,4,95
16804,169,3,5
19136,192,1,37
8397,84,3,98
14005,141,1,6
2,1,3,3
14162,142,3,63
10562,106,2,63
11996,120,1,97
9961,100,2,62
634,7,1,35
12508,126,1,9
18629,187,1,30
6476,65,3,77
15169,152,1,70
4177,42,4,78
18470,185,3,71
19724,198,2,25
11064,111,1,65
10531,106,1,32
5991,60,1,92
16694,167,3,95
2581,26,2,82
18318,184,1,19
11999,120,3,100
8385,84,4,86
10674,107,3,75
9447,95,5,48
2104,22,2,5
19333,194,3,34
17243,173,2,44
3764,38,2,65
4234,43,1,35
4994,50,1,95
5057,51,1,58
4434,45,4,35
11676,117,1,77
717,8,2,18
3816,39,4,17
6773,68,4,74
11186,112,1,87
10738,108,4,39
14671,147,4,72
9813,99,2,14
19947,200,1,48
9288,93,3,89
6811,69,2,12
3893,39,3,94
9359,94,1,60
15129,152,1,30
10655,107,2,56
3700,38,2,1
7374,74,1,75
6314,64,4,15
12816,129,4,17
3645,37,1,46
192,2,2,93
13414,135,4,15
816,9,1,17
19281,193,3,82
15810,159,3,11
6160,62,4,61
15641,157,3,42
4390,44,4,91
11164,112,4,65
4927,50,2,28
5552,56,4,53
10799,108,4,100
17723,178,4,24
238,3,2,39
12207,123,1,8
19302,194,1,3
11169,112,4,70
19258,193,1,59
4236,43,4,37
5618,57,2,19
17050,171,1,51
8640,87,2,41
5097,51,2,98
14665,147,3,66
2242,23,4,43
17492,175,3,93
3552,36,2,53
19290,193,2,91
8328,84,4,29
5628,57,5,29
10602,107,4,3
4507,46,1,8
18441,185,2,42
12174,122,1,75
14453,145,3,54
15093,151,1,94
17217,173,2,18
2294,23,2,95
11803,119,4,4
19851,199,4,52
18430,185,2,31
14318,144,4,19
17005,171,1,6
8690,87,1,91
7081,71,4,82
4733,48,3,34
8912,90,1,13
13045,131,2,46
16618,167,2,19
19193,192,4,94
11281,113,2,82
14955,150,1,56
19195,192,5,96
19110,192,2,11
11510,116,4,11
5520,56,2,21
11821,119,4,22
2700,28,1,1
1700,18,4,1
13596,136,1,97
6968,70,2,69
18635,187,1,36
16322,164,2,23
6219,63,4,20
16986,170,1,87
86,1,3,87
18146,182,4,47
18126,182,1,27
15346,154,4,47
136,2,3,37
6972,70,3,73
11087,111,4,88
15721,158,2,22
1200,13,1,1
6121,62,4,22
15748,158,2,49
12127,122,3,28
17606,177,1,7
14125,142,2,26
13622,137,3,23
6296,63,3,97
3927,40,1,28
14387,144,1,88
18847,189,2,48
3606,37,2,7
2330,24,3,31
11707,118,3,8
2187,22,1,88
195,2,4,96
12356,124,1,57
15954,160,4,55
14638,147,1,39
2668,27,2,69
15195,152,3,96
2761,28,4,62
2032,21,4,33
5103,52,3,4
13652,137,4,53
1637,17,1,38
8312,84,4,13
11173,112,1,74
18591,186,1,92
3074,31,3,75
7296,73,1,97
3278,33,2,79
8003,81,3,4
16919,170,3,20
8326,84,3,27
13516,136,3,17
7352,74,2,53
13450,135,2,51
10751,108,2,52
7829,79,3,30
16446,165,4,47
7697,77,2,98
14427,145,4,28
5668,57,2,69
17064,171,1,65
10659,107,2,60
8933,90,1,34
5307,54,2,8
17274,173,1,75
18507,186,1,8
12855,129,1,56
11035,111,2,36
5488,55,1,89
8024,81,3,25
10748,108,2,49
690,7,3,91
12013,121,4,14
10103,102,3,4
1014,11,1,15
869,9,3,70
1993,20,2,94
10626,107,4,27
11949,120,3,50
14839,149,2,40
14924,150,3,25
10558,106,4,59
7610,77,3,11
5283,53,3,84
4370,44,3,71
1361,14,3,62
1629,17,1,30
12625,127,4,26
1551,16,2,52
8252,83,4,53
10442,105,4,43
14631,147,4,32
5039,51,3,40
19325,194,4,26
5694,57,1,95
5119,52,2,20
1134,12,2,35
10996,110,2,97
10278,103,1,79
10451,105,2,52
4017,41,2,18
10409,105,1,10
2424,25,3,25
4138,42,1,39
12048,121,4,49
859,9,4,60
2962,30,3,63
2426,25,2,27
18565,186,2,66
7674,77,4,75
19167,192,4,68
4937,50,1,38
10896,109,3,97
5285,53,2,86
8367,84,1,68
12905,130,3,6
2093,21,4,94
18424,185,2,25
11336,114,4,37
11683,117,2,84
7817,79,4,18
1920,20,3,21
82,1,2,83
13318,134,3,19
17657,177,3,58
4396,44,4,97
8475,85,2,76
1813,19,2,14
1271,13,4,72
15226,153,2,27
2994,30,1,95
18999,190,1,100
15674,157,4,75
15438,155,1,39
18407,185,2,8
18369,184,3,70
2642,27,4,43
9280,93,4,81
16719,168,4,20
4195,42,1,96
13032,131,3,33
12768,128,2,69
12360,124,2,61
3849,39,2,50
19857,199,1,58
18372,184,4,73
16194,162,4,95
15253,153,2,54
16193,162,1,94
3554,36,2,55
13237,133,3,38
2600,27,1,1
17272,173,2,73
1518,16,4,19
4117,42,4,18
10825,109,2,26
5755,58,2,56
5633,57,1,34
8399,84,3,100
18163,182,2,64
13065,131,5,66
7162,72,2,63
14256,143,1,57
11737,118,4,38
15441,155,1,42
1988,20,3,89
7737,78,2,38
10561,106,1,62
201,3,5,2
19103,192,1,4
15166,152,3,67
4855,49,4,56
18875,189,4,76
9741,98,3,42
12502,126,1,3
15950,160,1,51
3765,38,2,66
17367,174,2,68
13452,135,2,53
6432,65,5,33
7846,79,3,47
12253,123,3,54
16402,165,4,3
16433,165,2,34
887,9,2,88
6261,63,3,62
6989,70,4,90
6043,61,3,44
10808,109,1,9
1424,15,1,25
16523,166,3,24
15924,160,3,25
112,2,4,13
8160,82,2,61
18692,187,2,93
16199,162,2,100
4559,46,2,60
17628,177,2,29
11442,115,2,43
11254,113,1,55
17910,180,4,11
8566,86,3,67
16311,164,3,12
10758,108,2,59
3731,38,2,32
18967,190,1,68
4986,50,1,87
2763,28,3,64
13794,138,2,95
18305,184,2,6
1855,19,3,56
15599,156,2,100
12812,129,1,13
999,10,2,100
389,4,2,90
11599,116,1,100
6426,65,3,27
10578,106,2,79
19160,192,3,61
8112,82,3,13
4997,50,4,98
14211,143,2,12
19205,193,1,6
4796,48,3,97
4769,48,3,70
11065,111,4,66
4173,42,1,74
19153,192,1,54
1907,20,1,8
4946,50,2,47
8560,86,1,61
6033,61,3,34
7619,77,4,20
1151,12,2,52
18239,183,1,40
9689,97,2,90
7106,72,3,7
18860,189,1,61
4287,43,1,88
2230,23,3,31
174,2,3,75
8752,88,4,53
3408,35,1,9
1538,16,3,39
2292,23,2,93
9523,96,4,24
1363,14,2,64
4357,44,3,58
680,7,4,81
13050,131,4,51
3664,37,1,65
508,6,2,9
166,2,1,67
13689,137,1,90
18245,183,4,46
1914,20,1,15
7263,73,1,64
10728,108,1,29
1104,12,3,5
12067,121,3,68
2610,27,4,11
9944,100,3,45
5310,54,1,11
18619,187,1,20
11108,112,3,9
11156,112,1,57
152,2,4,53
13422,135,2,23
2832,29,1,33
19898,199,4,99
16858,169,4,59
3551,36,4,52
17462,175,1,63
18545,186,2,46
12541,126,3,42
4538,46,3,39
14367,144,2,68
18186,182,3,87
10014,101,3,15
12278,123,3,79
17403,175,3,4
15088,151,3,89
19027,191,4,28
5141,52,4,42
11814,119,3,15
18718,188,4,19
3450,35,3,51
16589,166,2,90
13156,132,4,57
2749,28,4,50
12707,128,1,8
13131,132,3,32
12251,123,1,52
10179,102,4,80
5810,59,3,11
5634,57,2,35
11580,116,3,81
13926,140,3,27
19164,192,1,65
1380,14,1,81
18637,187,3,38
14901,150,4,2
3832,39,4,33
4776,48,2,77
4276,43,1,77
4958,50,4,59
17621,177,3,22
16662,167,1,63
7415,75,3,16
3252,33,3,53
16960,170,1,61
16673,167,1,74
19637,197,1,38
17811,179,2,12
14300,144,2,1
15523,156,3,24
14270,143,4,71
12327,124,2,28
11546,116,1,47
15639,157,2,40
15042,151,4,43
14208,143,1,9
2468,25,2,69
17903,180,3,4
16654,167,4,55
11757,118,4,58
13869,139,5,70
9583,96,2,84
6696,67,4,97
3180,32,4,81
15089,151,3,90
8275,83,4,76
9065,91,2,66
11030,111,1,31
17837,179,1,38
4557,46,3,58
7812,79,1,13
12839,129,1,40
6297,63,1,98
19860,199,1,61
14534,146,1,35
19708,198,4,9
1132,12,3,33
10642,107,1,43
10521,106,2,22
19678,197,4,79
2871,29,3,72
12996,130,4,97
1772,18,2,73
10593,106,4,94
1913,20,4,14
14212,143,2,13
9256,93,2,57
12602,127,1,3
14188,142,2,89
15417,155,2,18
1105,12,5,6
17759,178,2,60
4956,50,2,57
8307,84,4,8
19447,195,4,48
3696,37,3,97
7778,78,2,79
17041,171,4,42
628,7,4,29
2451,25,4,52
16953,170,1,54
19962,200,1,63
2176,22,3,77
17838,179,2,39
2787,28,1,88
12297,123,1,98
1196,12,1,97
7618,77,3,19
4444,45,1,45
11128,112,3,29
15514,156,3,15
5722,58,3,23
17705,178,2,6
10695,107,4,96
4967,50,1,68
10410,105,3,11
4009,41,1,10
15515,156,3,16
3583,36,4,84
19794,198,1,95
12424,125,1,25
8277,83,2,78
3667,37,2,68
12474,125,4,75
12782,128,2,83
10211,103,4,12
3423,35,3,24
10717,108,1,18
8199,82,4,100
18563,186,4,64
5366,54,2,67
2895,29,4,96
14122,142,4,23
1296,13,1,97
3642,37,1,43
17206,173,2,7
18370,184,2,71
19703,198,2,4
19520,196,3,21
8548,86,2,49
5451,55,4,52
10685,107,4,86
15449,155,1,50
7866,79,3,67
12867,129,3,68
14607,147,4,8
9797,98,3,98
11755,118,3,56
13979,140,2,80
9738,98,2,39
14385,144,1,86
6474,65,3,75
8811,89,4,12
492,5,4,93
11691,117,4,92
17941,180,2,42
1116,12,2,17
5637,57,2,38
5085,51,3,86
1757,18,2,58
11486,115,4,87
17252,173,2,53
19060,191,4,61
6353,64,4,54
19901,200,2,2
19982,200,3,83
3644,37,2,45
14350,144,3,51
12001,121,3,2
11185,112,4,86
1696,17,4,97
2295,23,3,96
14794,148,1,95
14696,147,1,97
5939,60,4,40
18997,190,2,98
9968,100,1,69
11033,111,3,34
3313,34,3,14
14824,149,2,25
9784,98,2,85
9915,100,2,16
215,3,1,16
1072,11,4,73
8682,87,4,83
7006,71,2,7
13379,134,2,80
8652,87,3,53
13705,138,4,6
15384,154,3,85
25,1,2,26
19442,195,3,43
10601,107,1,2
7659,77,2,60
13401,135,4,2
5690,57,2,91
9744,98,2,45
19231,193,3,32
18627,187,1,28
12721,128,3,22
9171,92,1,72
10847,109,2,48
11908,120,1,9
630,7,2,31
18686,187,2,87
8707,88,2,8
17583,176,4,84
6614,67,4,15
5243,53,2,44
1102,12,1,3
2204,23,4,5
19802,199,1,3
12903,130,3,4
11477,115,3,78
11308,114,2,9
13767,138,4,68
15064,151,4,65
12512,126,4,13
19992,200,3,93
14890,149,2,91
719,8,3,20
13839,139,1,40
6155,62,1,56
4025,41,4,26
8224,83,3,25
15493,155,2,94
16093,161,4,94
5818,59,1,19
11956,120,3,57
3866,39,3,67
2745,28,1,46
11867,119,4,68
10343,104,3,44
17493,175,2,94
11950,120,4,51
18099,181,2,100
4214,43,4,15
12096,121,4,97
15193,152,1,94
1401,15,2,2
12828,129,4,29
3253,33,4,54
18642,187,1,43
2158,22,4,59
8578,86,1,79
17497,175,1,98
7011,71,3,12
17181,172,3,82
10197,102,1,98
3841,39,4,42
11849,119,1,50
2100,22,2,1
1673,17,3,74
10293,103,3,94
4213,43,4,14
7480,75,2,81
14562,146,4,63
17045,171,1,46
11515,116,3,16
8547,86,4,48
14823,149,1,24
16923,170,1,24
16363,164,2,64
14609,147,2,10
9388,94,3,89
10070,101,4,71
10860,109,3,61
2005,21,2,6
15887,159,1,88
15233,153,4,34
13411,135,3,12
2257,23,2,58
17120,172,4,21
5574,56,4,75
9083,91,3,84
5355,54,2,56
6093,61,4,94
7935,80,1,36
1519,16,3,20
1378,14,1,79
15206,153,2,7
13200,133,4,1
18191,182,2,92
5842,59,4,43
7122,72,2,23
16211,163,4,12
12820,129,1,21
5832,59,3,33
9821,99,3,22
12718,128,2,19
522,6,1,23
15372,154,2,73
234,3,1,35
12180,122,4,81
6318,64,1,19
11992,120,2,93
18554,186,2,55
1948,20,1,49
6361,64,1,62
19432,195,2,33
18527,186,4,28
11684,117,4,85
15927,160,4,28
19106,192,3,7
2224,23,4,25
19057,191,4,58
15246,153,1,47
16209,163,4,10
5571,56,1,72
4523,46,3,24
5793,58,2,94
5738,58,4,39
4728,48,1,29
7818,79,1,19
8859,89,4,60
19924,200,4,25
15275,153,2,76
2437,25,2,38
14087,141,1,88
11989,120,3,90
3167,32,2,68
13752,138,1,53
15920,160,1,21
14027,141,1,28
7016,71,3,17
13386,134,4,87
15998,160,1,99
12641,127,3,42
17709,178,1,10
4945,50,1,46
15649,157,4,50
12237,123,2,38
6046,61,1,47
9227,93,1,28
5585,56,4,86
5590,56,3,91
1228,13,1,29
13341,134,1,42
13333,134,2,34
14743,148,4,44
8244,83,3,45
17643,177,4,44
16237,163,1,38
6555,66,2,56
15373,154,1,74
12145,122,3,46
159,2,3,60
1589,16,1,90
15369,154,2,70
5565,56,3,66
7190,72,1,91
17401,175,4,2
10576,106,1,77
15061,151,1,62
13364,134,2,65
1556,16,4,57
2828,29,2,29
436,5,1,37
15592,156,2,93
19669,197,4,70
2780,28,2,81
3701,38,1,2
5686,57,2,87
4727,48,1,28
2951,30,1,52
2555,26,3,56
10350,104,4,51
17172,172,4,73
12737,128,2,38
6465,65,4,66
7355,74,3,56
15717,158,1,18
7823,79,3,24
12449,125,1,50
18566,186,4,67
15271,153,2,72
5185,52,1,86
8549,86,1,50
5242,53,3,43
2092,21,3,93
10207,103,2,8
11948,120,1,49
187,2,3,88
17356,174,2,57
17566,176,4,67
1381,14,4,82
17726,178,3,27
8605,87,4,6
15743,158,1,44
11528,116,2,29
15038,151,2,39
18510,186,3,11
8448,85,1,49
11390,114,1,91
19906,200,2,7
7295,73,3,96
8068,81,2,69
12935,130,4,36
9959,100,4,60
9764,98,4,65
24,1,4,25
3363,34,1,64
1088,11,1,89
12866,129,2,67
10886,109,1,87
11590,116,2,91
19179,192,3,80
10503,106,3,4
12306,124,3,7
17079,171,1,80
15906,160,4,7
11944,120,3,45
6337,64,1,38
276,3,4,77
12413,125,3,14
3906,40,1,7
5845,59,1,46
19713,198,4,14
1137,12,4,38
13324,134,3,25
2490,25,3,91
16165,162,4,66
7742,78,1,43
14482,145,2,83
13127,132,1,28
3935,40,2,36
15072,151,4,73
2384,24,1,85
8016,81,2,17
7084,71,4,85
16499,165,3,100
1863,19,4,64
15688,157,3,89
364,4,3,65
9094,91,4,95
17518,176,1,19
3802,39,1,3
15309,154,4,10
3536,36,2,37
3825,39,1,26
6642,67,1,43
18657,187,2,58
12991,130,2,92
17528,176,2,29
13527,136,2,28
7269,73,3,70
17720,178,4,21
7929,80,1,30
12982,130,1,83
7166,72,2,67
12869,129,2,70
5867,59,1,68
4761,48,1,62
882,9,2,83
13893,139,3,94
18571,186,1,72
557,6,3,58
1960,20,3,61
13331,134,1,32
1207,13,1,8
7684,77,1,85
16859,169,4,60
12021,121,3,22
10485,105,4,86
3630,37,2,31
1708,18,5,9
1140,12,2,41
6207,63,1,8
18400,185,3,1
17634,177,2,35
2660,27,4,61
14852,149,2,53
1307,14,2,8
16212,163,4,13
12452,125,4,53
6905,70,3,6
11927,120,2,28
14072,141,3,73
9429,95,1,30
2151,22,3,52
18167,182,1,68
13283,133,2,84
5004,51,2,5
15996,160,2,97
1627,17,2,28
9714,98,3,15
358,4,3,59
138,2,2,39
8491,85,4,92
16766,168,3,67
11181,112,3,82
340,4,4,41
4857,49,3,58
9569,96,2,70
13865,139,1,66
10582,106,1,83
5498,55,3,99
8556,86,3,57
10913,110,4,14
1932,20,2,33
2352,24,2,53
15848,159,4,49
3236,33,1,37
12355,124,4,56
9493,95,1,94
18230,183,4,31
3807,39,1,8
1936,20,4,37
5619,57,3,20
14973,150,3,74
17548,176,2,49
6139,62,1,40
785,8,1,86
8036,81,3,37
8315,84,2,16
19484,195,3,85
2169,22,4,70
14138,142,2,39
11826,119,4,27
16346,164,1,47
6591,66,1,92
4458,45,2,59
14325,144,1,26
7597,76,2,98
9370,94,3,71
4652,47,1,53
442,5,4,43
9591,96,3,92
18763,188,3,64
17560,176,4,61
9649,97,1,50
5744,58,3,45
15747,158,4,48
15845,159,3,46
11951,120,3,52
929,10,1,30
19186,192,2,87
8767,88,1,68
11120,112,2,21
14730,148,3,31
11738,118,2,39
13790,138,1,91
19113,192,4,14
2011,21,4,12
17297,173,2,98
7611,77,3,12
16028,161,2,29
17607,177,4,8
19806,199,1,7
6564,66,3,65
18666,187,3,67
16390,164,4,91
11172,112,2,73
7835,79,2,36
3361,34,4,62
12966,130,2,67
10135,102,4,36
1141,12,2,42
18614,187,1,15
18745,188,2,46
15007,151,1,8
15434,155,1,35
16743,168,1,44
3134,32,3,35
6990,70,4,91
18226,183,3,27
1823,19,3,24
10081,101,2,82
3259,33,3,60
10213,103,2,14
4020,41,5,21
18852,189,2,53
3500,36,2,1
2658,27,1,59
13749,138,2,50
10516,106,3,17
1819,19,1,20
7461,75,1,62
5624,57,2,25
18108,182,4,9
7064,71,2,65
9342,94,4,43
12336,124,2,37
4669,47,1,70
9428,95,4,29
5476,55,1,77
19849,199,4,50
15670,157,3,71
1856,19,4,57
2282,23,2,83
13392,134,2,93
6439,65,2,40
6031,61,4,32
386,4,1,87
1628,17,4,29
11777,118,4,78
19358,194,2,59
13851,139,1,52
7718,78,2,19
7544,76,3,45
11381,114,3,82
4658,47,1,59
12497,125,1,98
9101,92,3,2
10058,101,4,59
1842,19,1,43
16585,166,1,86
3868,39,2,69
5054,51,4,55
5889,59,3,90
14376,144,1,77
19044,191,2,45
16715,168,2,16
3808,39,1,9
18102,182,3,3
935,10,4,36
10651,107,4,52
1774,18,1,75
17808,179,2,9
3744,38,1,45
5443,55,4,44
18303,184,2,4
13969,140,5,70
1875,19,2,76
3760,38,2,61
18717,188,1,18
3052,31,2,53
13654,137,1,55
13146,132,3,47
18736,188,1,37
4615,47,3,16
15812,159,4,13
3321,34,1,22
18171,182,3,72
3311,34,4,12
17695,177,1,96
18159,182,2,60
17800,179,4,1
12743,128,3,44
12871,129,2,72
11595,116,3,96
8210,83,3,11
11431,115,1,32
16018,161,3,19
1517,16,3,18
19039,191,2,40
4492,45,1,93
3112,32,1,13
16566,166,2,67
16294,163,1,95
11834,119,3,35
2866,29,1,67
855,9,1,56
18414,185,3,15
4912,50,4,13
13860,139,3,61
5463,55,1,64
5482,55,4,83
12605,127,1,6
18301,184,1,2
3828,39,3,29
18094,181,2,95
4697,47,4,98
15200,153,3,1
4987,50,4,88
4650,47,1,51
10288,103,4,89
6796,68,2,97
5808,59,1,9
5410,55,1,11
8333,84,3,34
2800,29,1,1
9836,99,3,37
10332,104,3,33
12728,128,2,29
13778,138,2,79
7815,79,3,16
4378,44,2,79
8921,90,3,22
6716,68,1,17
2261,23,3,62
7429,75,1,30
9302,94,2,3
18989,190,1,90
11190,112,2,91
2007,21,1,8
193,2,3,94
13803,139,3,4
18915,190,2,16
8770,88,4,71
16300,164,2,1
771,8,4,72
10587,106,2,88
12466,125,2,67
17938,180,3,39
14868,149,2,69
14567,146,4,68
16789,168,1,90
19726,198,1,27
10088,101,4,89
16910,170,1,11
6317,64,2,18
11851,119,1,52
6581,66,2,82
1447,15,1,48
342,4,2,43
13319,134,1,20
11328,114,4,29
17111,172,2,12
9168,92,2,69
19048,191,1,49
7368,74,1,69
2044,21,2,45
7156,72,4,57
16288,163,2,89
7851,79,3,52
10178,102,4,79
12132,122,2,33
13615,137,4,16
17044,171,2,45
1492,15,1,93
778,8,3,79
9885,99,4,86
9277,93,4,78
2524,26,1,25
5374,54,2,75
19122,192,2,23
16232,163,4,33
14849,149,3,50
